FarmID,FarmScaleID,SpeciesID,SubstanceUsed,SubstanceCategory,Location,SubstanceSubCategory,ActiveSubstance,ActiveSubCategory,ChemFormulation,Commercial
88-017,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-017,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-018,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-019,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-019,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-020,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-020,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-020,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-020,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-020,Small,Penaeus monodon,Oxygen supply agent,Water quality treatment,Khulna,Oxygenation,Oxidant,Oxygen precursors,Formulation,Yes
88-021,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-021,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-021,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-021,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-022,Medium,Penaeus monodon,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-022,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-023,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-023,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-023,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-023,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-023,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-024,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-024,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-024,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-025,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-025,Medium,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-025,Medium,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-025,Medium,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Phenthoate,Pesticide,Chemical,No
88-025,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-025,Medium,Macrobrachium rosenbergii,Quicklime,Sediment treatment,Khulna,Lime,Calcium oxide,Oxygen precursors,Chemical,No
88-025,Medium,Macrobrachium rosenbergii,Quicklime,Sediment treatment,Khulna,Lime,Calcium oxide,Oxygen precursors,Chemical,No
88-025,Medium,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-026,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-026,Medium,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-026,Medium,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-027,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-027,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-027,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-028,Medium,Macrobrachium rosenbergii,Square aquamix,Feed supplement,Khulna,Amino acids,Amino acids,Feed Supplement,Formulation,Yes
88-028,Medium,Macrobrachium rosenbergii,Andicone(Trade name),Pesticide,Khulna,Insecticide - organophosphate,Diazinon,Pesticide,Formulation,Yes
88-028,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-028,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-028,Medium,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-029,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-029,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-029,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-030,Medium,Macrobrachium rosenbergii,Flusilazole,Pesticide,Khulna,Fungicide,Flusilazole,Pesticide,Chemical,No
88-030,Medium,Penaeus monodon,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-030,Medium,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-030,Medium,Macrobrachium rosenbergii,Hexako,Pesticide,Khulna,Insecticide - piscicide,Hexaflumuron,Pesticide,Formulation,Yes
88-030,Medium,Macrobrachium rosenbergii,Sorafos (Trade name),Pesticide,Khulna,Insecticide - piscicide,Sulfuryl fluoride,Pesticide,Formulation,Yes
88-030,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-031,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-031,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-031,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-032,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-032,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-033,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-033,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Phenthoate,Pesticide,Chemical,No
88-033,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-033,Small,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-033,Small,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-034,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-034,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-034,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-035,Small,Penaeus monodon,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-035,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-035,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-035,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-035,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-036,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-036,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-036,Small,Macrobrachium rosenbergii,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-036,Small,Penaeus monodon,Karate (Trade name),Pesticide,Khulna,Insecticide - organochlorine,Lambda-cyhalothrin,Pesticide,Formulation,Yes
88-037,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-037,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-037,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-037,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-038,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-038,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-038,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-038,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-039,Small,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-039,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-039,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-039,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-039,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-040,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-041,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-042,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-042,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-042,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-043,Medium,Penaeus monodon,Furoxone,Pesticide,Khulna,Fungicide,Furazolidone,Antimicrobial,Formulation,Yes
88-043,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-043,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-043,Medium,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-043,Medium,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-043,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-044,Medium,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-044,Medium,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-044,Medium,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Phenthoate,Pesticide,Chemical,No
88-044,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-044,Medium,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-044,Medium,Macrobrachium rosenbergii,Zinc Oxide,Antimicrobial,Khulna,Antimicrobial,Zinc oxide,Antimicrobial,Chemical,No
88-045,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-045,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-045,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-045,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-045,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-045,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-046,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-046,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-046,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-047,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-047,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-047,Medium,Penaeus monodon,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-048,Medium,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-048,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-048,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-048,Medium,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-048,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
