FarmID,FarmScaleID,SpeciesID,SubstanceUsed,SubstanceCategory,Location,SubstanceSubCategory,ActiveSubstance,ActiveSubCategory,ChemFormulation,Commercial
88-097,Small,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-097,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-098,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-098,Small,Macrobrachium rosenbergii,Coragen,Pesticide,Khulna,Insecticide - piscicide,Chlorantraniliprol,Pesticide,Formulation,Yes
88-098,Small,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-098,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Phenthoate,Pesticide,Chemical,No
88-098,Small,Macrobrachium rosenbergii,Rotenone,Pesticide,Khulna,Insecticide - piscicide,Rotenone,Pesticide,Chemical,No
88-098,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-098,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-099,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-099,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-099,Small,Macrobrachium rosenbergii,Coragen,Pesticide,Khulna,Insecticide - piscicide,Chlorantraniliprol,Pesticide,Formulation,Yes
88-099,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-099,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-099,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-099,Small,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-100,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-100,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-101,Medium,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-101,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-101,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-101,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-102,Medium,Macrobrachium rosenbergii,Potassium permanganate,Disinfectant,Khulna,,Potassium permanganate,Disinfectants - Non Cl based,Chemical,No
88-102,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-103,Medium,Macrobrachium rosenbergii,Potassium permanganate,Disinfectant,Khulna,,Potassium permanganate,Disinfectants - Non Cl based,Chemical,No
88-103,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-103,Medium,Macrobrachium rosenbergii,Aluminum potassium sulfate,Pesticide,Khulna,Insecticide - piscicide,Alum,Coagulant,Chemical,No
88-103,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-103,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-104,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-104,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-104,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-104,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-105,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-105,Medium,Macrobrachium rosenbergii,Coragen,Pesticide,Khulna,Insecticide - piscicide,Chlorantraniliprol,Pesticide,Formulation,Yes
88-105,Medium,Macrobrachium rosenbergii,Coragen,Pesticide,Khulna,Insecticide - piscicide,Chlorantraniliprol,Pesticide,Formulation,Yes
88-105,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-105,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-106,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-106,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-106,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-107,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-107,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-107,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-108,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-108,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-108,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-109,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-109,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-110,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-110,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-110,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-110,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-111,Small,Macrobrachium rosenbergii,Aluminum potassium sulfate,Pesticide,Khulna,Insecticide - piscicide,Alum,Coagulant,Chemical,No
88-111,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-111,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-111,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-112,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-112,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-112,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-113,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-113,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-113,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-113,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-114,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-114,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-114,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-114,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-114,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-115,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-115,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-115,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-116,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-116,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-117,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-117,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-117,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-118,Small,Macrobrachium rosenbergii,Cotra-Vet,Antimicrobial,Khulna,Antibiotic,Chlortetracycline,Antimicrobial,Formulation,Yes
88-118,Small,Macrobrachium rosenbergii,Coragen,Pesticide,Khulna,Insecticide - piscicide,Chlorantraniliprol,Pesticide,Formulation,Yes
88-118,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-118,Small,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-119,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-119,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-119,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-120,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-120,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-120,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-120,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-120,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-121,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-121,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-121,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-121,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-121,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-121,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-122,Medium,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Phenthoate,Pesticide,Chemical,No
88-122,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-122,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-123,Medium,Macrobrachium rosenbergii,Andicone(Trade name),Pesticide,Khulna,Insecticide - organophosphate,Diazinon,Pesticide,Formulation,Yes
88-123,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-123,Medium,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Chlorpyrifos,Pesticide,Chemical,No
88-123,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-124,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-124,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-124,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-125,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-125,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-125,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-125,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-125,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-126,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-126,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-126,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-126,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-126,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-127,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-127,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-127,Medium,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-128,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-128,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-128,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-128,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-129,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-130,Small,Macrobrachium rosenbergii,Andicone(Trade name),Pesticide,Khulna,Insecticide - organophosphate,Diazinon,Pesticide,Formulation,Yes
88-130,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-130,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-131,Small,Macrobrachium rosenbergii,(Ag)Rifit(Trade name),Pesticide,Khulna,Herbicide,Pretilachlor,Pesticide,Formulation,Yes
88-131,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-132,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-132,Small,Macrobrachium rosenbergii,Agricultural pesticide,Pesticide,Khulna,Insecticide - organophosphate,Phenthoate,Pesticide,Chemical,No
88-132,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-132,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-133,Small,Macrobrachium rosenbergii,Cotra-Vet,Antimicrobial,Khulna,Antibiotic,Chlortetracycline,Antimicrobial,Formulation,Yes
88-133,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-133,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-134,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-134,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-134,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-134,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-134,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-135,Medium,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-135,Medium,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-135,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-135,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-135,Medium,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-136,Small,Macrobrachium rosenbergii,Furadan,Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-136,Small,Macrobrachium rosenbergii,Cyncyper (Trade name),Pesticide,Khulna,Insecticide - pyrethroid,Cypermethrin,Pesticide,Formulation,Yes
88-136,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-136,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-136,Small,Macrobrachium rosenbergii,Dolomite,Sediment treatment,Khulna,Inorganic compound,Calcium magnesium carbonate,Inorganic compound,Chemical,No
88-136,Small,Macrobrachium rosenbergii,Salpher,Water quality treatment,Khulna,Mineral,Sulfur,Mineral elements,Chemical,No
88-137,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-137,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-137,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-138,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-139,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-139,Small,Macrobrachium rosenbergii,Potassium permanganate,Disinfectant,Khulna,,Potassium permanganate,Disinfectants - Non Cl based,Chemical,No
88-139,Small,Macrobrachium rosenbergii,Carbamol (Trade name),Pesticide,Khulna,Insecticide - piscicide,Carbafuran,Pesticide,Formulation,Yes
88-139,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-139,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-139,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-140,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-140,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-140,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-141,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-141,Medium,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-141,Medium,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-141,Medium,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-142,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-142,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-142,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-143,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-143,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-143,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-143,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-144,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-144,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-145,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-145,Small,Macrobrachium rosenbergii,Zeolite,Water quality treatment,Khulna,Coagulant,Zeolite,Coagulant,Chemical,No
88-146,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-147,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-147,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-147,Small,Macrobrachium rosenbergii,Zephiran,Disinfectant,Khulna,Chlorine-based,Benzalkonium chloride,Disinfectants - Cl based,Formulation,Yes
88-147,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-147,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-148,Small,Macrobrachium rosenbergii,Rotenone,Pesticide,Khulna,Insecticide - piscicide,Rotenone,Pesticide,Chemical,No
88-148,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-149,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
88-149,Small,Macrobrachium rosenbergii,Agricultural lime,Sediment treatment,Khulna,Lime,Calcium carbonate,Inorganic compound,Chemical,No
