FarmID,FarmScaleID,SpeciesID,SubstanceUsed,SubstanceCategory,Location,SubstanceSubCategory,ActiveSubstance,ActiveSubCategory,ChemFormulation,Commercial
2-2-004-01,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-01,Large,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-01,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-01,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-02,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-03,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-04,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-04,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-04,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-04,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-05,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-05,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-05,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-05,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-06,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-06,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-06,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-06,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-07,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-07,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-07,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-07,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-08,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-09,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-09,Large,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-09,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-09,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-10,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-10,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-10,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-10,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-11,Medium,Penaeus monodon,Bio clean,Feed supplement,Khulna,Feed Supplement,Cooked proteins,Feed Supplement,Formulation,Yes
2-2-004-11,Medium,Penaeus monodon,Prawn Tech,Disinfectant,Khulna,Disinfectants - Cl based,Alkyl-dimethyl-benzyl-ammonium chloride,Disinfectants - Cl based,Formulation,Yes
2-2-004-11,Medium,Penaeus monodon,Prawn Tech,Disinfectant,Khulna,Disinfectants - Cl based,Alkyl-dimethyl-benzyl-ammonium chloride,Disinfectants - Cl based,Formulation,Yes
2-2-004-11,Medium,Penaeus monodon,Prawn Tech,Disinfectant,Khulna,Disinfectants - Cl based,Alkyl-dimethyl-benzyl-ammonium chloride,Disinfectants - Cl based,Formulation,Yes
2-2-004-12,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-12,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-12,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-12,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-13,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-14,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-15,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-15,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-15,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-15,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-16,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-16,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-16,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-16,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-17,Medium,Penaeus monodon,Bio clean,Feed supplement,Khulna,Feed Supplement,Cooked proteins,Feed Supplement,Formulation,Yes
2-2-004-17,Medium,Penaeus monodon,Prawn Tech,Disinfectant,Khulna,Disinfectants - Cl based,Alkyl-dimethyl-benzyl-ammonium chloride,Disinfectants - Cl based,Formulation,Yes
2-2-004-18,Large,Penaeus monodon,Classic Aqua Z Powder,Pesticide,Khulna,Pesticide,Sodium aluminosilicate,Pesticide,Formulation,Yes
2-2-004-18,Large,Penaeus monodon,Metro Aqua Solution,Fertiliser,Khulna,Fertiliser,Potassium,Fertiliser,Formulation,Yes
2-2-004-18,Large,Penaeus monodon,Metro Aqua Solution,Fertiliser,Khulna,Fertiliser,Potassium,Fertiliser,Formulation,Yes
2-2-004-19,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-004-19,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-20,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-21,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-22,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-22,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-23,Medium,Penaeus monodon,Bio clean,Feed supplement,Khulna,Feed Supplement,Cooked proteins,Feed Supplement,Formulation,Yes
2-2-004-23,Medium,Penaeus monodon,Prawn Tech,Disinfectant,Khulna,Disinfectants - Cl based,Alkyl-dimethyl-benzyl-ammonium chloride,Disinfectants - Cl based,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-24,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-25,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-25,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-26,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-27,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-004-28,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-004-29,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-004-29,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-004-30,Medium,Penaeus monodon,Chelamin,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-004-30,Medium,Penaeus monodon,Nutrigel,Feed supplement,Khulna,Feed Supplement,Betane hydrochloride,Feed Supplement,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-011-01,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-011-02,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Bio-trim,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-011-03,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-04,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-04,Large,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-04,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-04,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-011-05,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
