FarmID,FarmScaleID,SpeciesID,SubstanceUsed,SubstanceCategory,Location,SubstanceSubCategory,ActiveSubstance,ActiveSubCategory,ChemFormulation,Commercial
2-2-032-08,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-08,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-08,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-08,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-08,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-09,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-09,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-032-10,Medium,Penaeus monodon,Oxy-pH,Water quality treatment,Khulna,Oxygen precursors,Sodium percarbonate,Oxygen precursors,Formulation,Yes
2-2-032-10,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-11,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-12,Medium,Penaeus monodon,Oxy-pH,Water quality treatment,Khulna,Oxygen precursors,Sodium percarbonate,Oxygen precursors,Formulation,Yes
2-2-032-12,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-13,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-14,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-15,Medium,Penaeus monodon,Oxy-pH,Water quality treatment,Khulna,Oxygen precursors,Sodium percarbonate,Oxygen precursors,Formulation,Yes
2-2-032-15,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-16,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-17,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-17,Large,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-17,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-17,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-18,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-19,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-19,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-032-19,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-032-19,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-20,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-21,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-22,Small,Penaeus monodon,Gelatin,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-22,Small,Penaeus monodon,Gelatin,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-22,Small,Penaeus monodon,Gelatin,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-23,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-032-23,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-032-23,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-032-24,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-032-24,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-032-24,Small,Penaeus monodon,China Aqua Jet Plus,Disinfectant,Khulna,Mineral elements,Manganese,Mineral elements,Formulation,Yes
2-2-032-25,Medium,Penaeus monodon,CeVit- Aqua,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-25,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-032-25,Medium,Penaeus monodon,Water care,Water quality treatment,Khulna,Oxygen precursors,Oxide element,Oxygen precursors,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-26,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-27,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-28,Large,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-29,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Bio-trim,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Blue Mix,Feed supplement,Khulna,Vitamins,Choline,Vitamins,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,DCP Plus,Feed supplement,Khulna,Mineral elements,Cobalt,Mineral elements,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Exorich,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Pro-W,Probiotic,Khulna,Probiotic - bacteria,Bacillus licheniformis,Probiotic - bacteria,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Viva Soil,Probiotic,Khulna,Probiotic - bacteria,Bacillus licheniformis,Probiotic - bacteria,Formulation,Yes
2-2-032-30,Medium,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-032-31,Medium,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-31,Medium,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-032-31,Medium,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-032-31,Medium,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Pro-2,Probiotic,Khulna,Probiotic - bacteria,Bacillus amyloliquefaciens,Probiotic - bacteria,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Pro-W,Probiotic,Khulna,Probiotic - bacteria,Bacillus licheniformis,Probiotic - bacteria,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Sentrox-Oma gel,Feed supplement,Khulna,Feed Supplement,Amino acids,Feed Supplement,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-033-01,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,Bio-trim,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-034-01,Small,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Bio-trim,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Super Biotic,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-034-02,Large,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-036-01,Large,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-036-01,Large,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-036-01,Large,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-036-01,Large,Penaeus monodon,Soda mix,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-036-01,Large,Penaeus monodon,Super PS,Probiotic,Khulna,Probiotic - bacteria,Rhodoccus sp.,Probiotic - bacteria,Formulation,Yes
2-2-036-01,Large,Penaeus monodon,Zymetin,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,A. Soil,Sediment treatment,Khulna,Mineral elements,Boron,Mineral elements,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,C-150,Feed supplement,Khulna,Antioxidants,Vitamin C,Antioxidants,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,Calmag,Feed supplement,Khulna,Mineral elements,Calcium,Mineral elements,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,K-Max,Disinfectant,Khulna,Disinfectants - Cl based,Choride,Disinfectants - Cl based,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,Mutagen,Feed supplement,Khulna,Feed Supplement,Alpha starch,Feed Supplement,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,pH Fixer,Probiotic,Khulna,Probiotic - bacteria,Bacillus spp.,Probiotic - bacteria,Formulation,Yes
2-2-036-02,Small,Penaeus monodon,Sea Fresh,Water quality treatment,Khulna,Oxygen precursors,Sodium percarbonate,Oxygen precursors,Formulation,Yes
